,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released
1810,35000000,Fox 2000 Pictures,20298207,Down with Love,PG-13,16.05.2003 00:00,6.3,34946,Eve Ahlert,2003,0,-0.420051229,-40,FALSE,10720,tt0309530,Down with Love,Down with Love,"Action, Comedy, Romance, Thriller","DE, US","sex, journalist, empowerment, womanizer, playboy, farce, author, feminist, new york city",2003
1811,30000000,Miramax,5381227,The Human Stain,R,31.10.2003 00:00,6.3,26598,Philip Roth,2003,0,-0.820625767,-80,FALSE,10922,tt0308383,The Human Stain,The Human Stain,"Drama, Thriller, Romance","FR, DE, US","black people, professor for literature",2003
1812,120000,Other,30610863,Open Water,R,20.08.2004 00:00,5.7,44989,Chris Kentis,2003,1,254.090525,25410,FALSE,83,tt0374102,Open Water,Open Water,"Drama, Thriller",US,"diving, cataclysm, nightmare, panic, red sea, primal fear, scuba diving, shark, scuba",2004
1813,18000000,Touchstone Pictures,43610723,Under the Tuscan Sun,PG-13,26.09.2003 00:00,6.8,39134,Frances Mayes,2003,1,1.422817944,140,FALSE,10934,tt0328589,Under the Tuscan Sun,Under the Tuscan Sun,Romance,"IT, US","depression, toscana, recreation, author, divorce, woman director",2003
1814,70000000,Other,43734876,Tears of the Sun,R,7.03.2003 00:00,6.6,99418,Alex Lasker,2003,0,-0.375216057,-40,FALSE,9567,tt0314353,Tears of the Sun,Tears of the Sun,"Action, Drama, War",US,"u.s. army, nigeria, president",2003
1815,75000000,Other,30013346,Hollywood Homicide,PG-13,13.06.2003 00:00,5.3,32542,Robert Souza,2003,0,-0.599822053,-60,FALSE,11375,tt0329717,Hollywood Homicide,Hollywood Homicide,"Action, Adventure, Comedy, Thriller",US,"rap music, hitman",2003
1816,60000000,DreamWorks,26483452,Sinbad: Legend of the Seven Seas,PG,2.07.2003 00:00,6.7,39745,John Logan,2003,0,-0.558609133,-60,FALSE,14411,tt0165982,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,"Family, Animation, Adventure",US,"prince, water monster",2003
1817,20000000,Warner Bros.,35990505,What a Girl Wants,PG,4.04.2003 00:00,5.8,51247,William Douglas-Home,2003,1,0.79952525,80,FALSE,10735,tt0286788,What a Girl Wants,What a Girl Wants,Comedy,US,"london england, england, daughter, politician, teenage girl, father daughter relationship, american abroad, teen comedy, woman director",2003
1818,60000000,Other,26900336,The Missing,R,26.11.2003 00:00,6.5,29091,Thomas Eidson,2003,0,-0.551661067,-60,FALSE,12146,tt0338188,The Missing,The Missing,"Thriller, Western, Adventure",US,"mexico, based on novel, new mexico, apache, baby-snatching, daughter, frontier, criminal, 19th century",2003
1819,80000000,Columbia Pictures Corporation,124728738,Something's Gotta Give,PG-13,12.12.2003 00:00,6.7,96603,Nancy Meyers,2003,1,0.559109225,60,FALSE,6964,tt0337741,Something's Gotta Give,Something's Gotta Give,"Drama, Comedy, Romance",US,"age difference, ladykiller, woman director",2003
1820,40000000,Columbia Pictures Corporation,59694580,Gothika,R,21.11.2003 00:00,5.8,94370,Sebastian Gutierrez,2003,1,0.4923645,50,FALSE,4970,tt0348836,Gothika,Gothika,"Horror, Thriller",US,"amnesia, mental institution, patient, trust, false accusations, medication, gothic, mental illness",2003
1821,80000000,Columbia Pictures Corporation,116934650,S.W.A.T.,PG-13,8.08.2003 00:00,6.0,125305,Robert Hamner,2003,1,0.461683125,50,FALSE,9257,tt0257076,S.W.A.T.,S.W.A.T.,"Action, Thriller, Crime",US,"liberation, transport of prisoners, special unit, weapon, los angeles",2003
1822,35000000,Universal Pictures,28082366,Johnny English,PG,18.07.2003 00:00,6.1,121464,Neal Purvis,2003,0,-0.197646686,-20,FALSE,9486,tt0274166,Johnny English,Johnny English,"Adventure, Action, Comedy","FR, GB","spy, hero, queen, intelligence, coronation, funeral, secret agent, queen elisabeth ii, weapon, spoof, explosion, agent, pen, duringcreditsstinger",2003
1823,26000000,Metro-Goldwyn-Mayer (MGM),47811138,Agent Cody Banks,PG,14.03.2003 00:00,5.0,28662,Ashley Miller,2003,1,0.838889923,80,FALSE,10923,tt0313911,Agent Cody Banks,Agent Cody Banks,Action,"CA, US","spy, cia, killer robot, delinquent, teen spy",2003
1824,90000000,Walt Disney Pictures,75847266,The Haunted Mansion,PG,26.11.2003 00:00,4.9,34691,David Berenbaum,2003,0,-0.1572526,-20,FALSE,10756,tt0338094,The Haunted Mansion,The Haunted Mansion,"Thriller, Fantasy, Comedy, Family, Mystery",US,"secret passage, magic, estate agent, haunted house, family vacation, ghost, aftercreditsstinger",2003
1825,23000000,Columbia Pictures Corporation,60060328,Bad Santa,R,26.11.2003 00:00,7.1,118278,Glenn Ficarra,2003,1,1.611318609,160,FALSE,10147,tt0307987,Bad Santa,Bad Santa,"Drama, Comedy, Crime","DE, US","holiday, elves, christmas party, department store, safe, drink, little people, christmas eve, christmas",2003
1826,30000000,Miramax,15589458,View from the Top,PG-13,21.03.2003 00:00,5.2,22332,Eric Wald,2003,0,-0.4803514,-50,FALSE,11523,tt0264150,View from the Top,View from the Top,"Comedy, Romance",US,"stewardess, casting, boss",2003
1827,60000000,Paramount Pictures,53790451,Paycheck,PG-13,25.12.2003 00:00,6.3,93707,Philip K. Dick,2003,0,-0.103492483,-10,FALSE,9620,tt0338337,Paycheck,Paycheck,"Action, Adventure, Mystery, Science Fiction, Thriller","CA, US","prophecy, engineer, scientist, millionaire",2003
1828,62000000,Warner Bros.,36906460,Matchstick Men,PG-13,12.09.2003 00:00,7.3,111886,Eric Garcia,2003,0,-0.404734516,-40,FALSE,7270,tt0325805,Matchstick Men,Matchstick Men,"Comedy, Drama, Crime, Thriller",US,"based on novel, con man, daughter, pole dancer, obsessive compulsive disorder, criminal, father daughter relationship, bank vault, neurotic",2003
1829,60000000,Other,104297061,Daddy Day Care,PG,9.05.2003 00:00,5.5,53301,Geoff Rodkey,2003,1,0.73828435,70,FALSE,10708,tt0317303,Daddy Day Care,Daddy Day Care,"Comedy, Family",US,"competition, success, kindergarten, children, unemployment",2003
1830,46000000,Touchstone Pictures,52802140,The Recruit,PG-13,31.01.2003 00:00,6.6,118822,Roger Towne,2003,1,0.147872609,10,FALSE,1647,tt0292506,The Recruit,The Recruit,"Action, Thriller",US,"spy, cia, extramarital affair",2003
1831,36000000,Other,26183197,A Man Apart,R,4.04.2003 00:00,6.1,40381,Christian Gudegast,2003,0,-0.272688972,-30,FALSE,8409,tt0266465,A Man Apart,A Man Apart,"Action, Drama","DE, US","repayment, arbitrary law, cop, loss of wife",2003
1832,16000000,Warner Bros.,34308901,Malibu's Most Wanted,PG-13,18.04.2003 00:00,5.1,16779,Fax Bahr,2003,1,1.144306313,110,FALSE,13411,tt0328099,Malibu's Most Wanted,Malibu's Most Wanted,"Comedy, Crime",US,"street gang, los angeles",2003
1833,33000000,Touchstone Pictures,132716677,Bringing Down the House,PG-13,7.03.2003 00:00,5.6,31366,Jason Filardi,2003,1,3.021717485,300,FALSE,10678,tt0305669,Bringing Down the House,Bringing Down the House,Comedy,US,"prison, ex-boyfriend, support, escape, lawyer",2003
1834,80000000,Paramount Pictures,19481943,Timeline,PG-13,26.11.2003 00:00,5.6,55054,Michael Crichton,2003,0,-0.756475713,-80,FALSE,9562,tt0300556,Timeline,Timeline,"Action, Adventure, Science Fiction",US,"professor, time travel, quantum mechanics, hundred years' war, excavation, knight, medieval times",2003
1835,80000000,Warner Bros.,20991364,Looney Tunes: Back in Action,PG,14.11.2003 00:00,5.7,26853,Larry Doyle,2003,0,-0.73760795,-70,FALSE,10715,tt0318155,Looney Tunes: Back in Action,Looney Tunes: Back in Action,"Animation, Comedy, Family","DE, US","spy, duck, bunny, wretch, film industry, live action and animation",2003
1836,60000000,Other,49443628,Runaway Jury,PG-13,17.10.2003 00:00,7.1,80544,John Grisham,2003,0,-0.175939533,-20,FALSE,11329,tt0313542,Runaway Jury,Runaway Jury,"Drama, Thriller",US,"court case, gun rampage, firearm, jury, suspense, person running amok, lobbyist",2003
1837,55000000,Twentieth Century Fox Film Corporation,33832741,Stuck on You,PG-13,12.12.2003 00:00,5.8,46442,Charles B. Wessler,2003,0,-0.384859255,-40,FALSE,1792,tt0338466,Stuck on You,Stuck on You,Comedy,US,"sex, dancer, martial arts, cook, stripper, love, bully, hollywood, twins, flashback, freak, actor, anxiety, conjoined, siamese",2003
1838,60000000,Castle Rock Entertainment,66934963,Kangaroo Jack,PG,17.01.2003 00:00,4.4,25060,Steve Bing,2003,1,0.115582717,10,FALSE,10628,tt0257568,Kangaroo Jack,Kangaroo Jack,"Comedy, Adventure, Crime","AU, US","money delivery, fool, australia, hoodlum, kangaroo",2003
1839,60000000,Universal Pictures,35327628,Intolerable Cruelty,PG-13,10.10.2003 00:00,6.3,80789,Robert Ramsey,2003,0,-0.4112062,-40,FALSE,11775,tt0138524,Intolerable Cruelty,Intolerable Cruelty,"Crime, Comedy, Romance",US,"california, assassin, infidelity, fetish, hitman, tycoon, court, satire, lawyer, inheritance, divorce",2003
1840,54000000,Other,6068735,Gigli,R,1.08.2003 00:00,2.4,42890,Martin Brest,2003,0,-0.887616019,-90,FALSE,8046,tt0299930,Gigli,Gigli,Drama,US,"new york, mentally disabled, kidnapping, blackmail, mission of murder, lovers, lesbian, mobster",2003
1841,12000000,Other,4750602,In the Cut,R,31.10.2003 00:00,5.3,19446,Jane Campion,2003,0,-0.6041165,-60,FALSE,10944,tt0199626,In the Cut,In the Cut,"Mystery, Thriller","AU, US","eroticism, suspense, woman director",2003
1842,19000000,New Line Cinema,26276465,Dumb and Dumberer: When Harry Met Lloyd,PG-13,13.06.2003 00:00,3.4,32064,Peter Farrelly,2003,1,0.382971842,40,FALSE,10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,Dumb and Dumberer: When Harry Met Lloyd,Comedy,US,"skateboarding, adoption, friendship, fate",2003
1843,18000000,Twentieth Century Fox Film Corporation,56127162,Just Married,PG-13,10.01.2003 00:00,5.4,60573,Sam Harper,2003,1,2.118175667,210,FALSE,12090,tt0305711,Just Married,Just Married,Comedy,"DE, US","venice, france, prison, fire, europe, married couple, honeymoon, castle, just married, chewing gum, marriage, police, vacation",2003
1844,50000000,Touchstone Pictures,60476872,Shanghai Knights,PG-13,7.02.2003 00:00,6.2,87352,Alfred Gough,2003,1,0.20953744,20,FALSE,6038,tt0300471,Shanghai Knights,Shanghai Knights,"Action, Adventure, Comedy, Western","HK, US","london england, indian territory, emperor, revenge, murder, arrow, duringcreditsstinger, imperial seal",2003
1845,45000000,Metro-Goldwyn-Mayer (MGM),90186328,"Legally Blonde 2: Red, White & Blonde",PG-13,2.07.2003 00:00,4.7,50536,Amanda Brown,2003,1,1.004140622,100,FALSE,10327,tt0333780,"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde",Comedy,US,"washington d.c., boston, chambers of a barrister, tierversuch, lawyer",2003
1846,87000000,Universal Pictures,120277854,Seabiscuit,PG-13,25.07.2003 00:00,7.3,59979,Laura Hillenbrand,2003,1,0.382504069,40,FALSE,4464,tt0329575,Seabiscuit,Seabiscuit,"Drama, History",US,"horse race, american dream, racehorse, great depression",2003
1847,20000000,Metro-Goldwyn-Mayer (MGM),36922190,Uptown Girls,PG-13,15.08.2003 00:00,6.1,30845,Julia Dahl,2003,1,0.8461095,80,FALSE,14926,tt0263757,Uptown Girls,Uptown Girls,Comedy,US,"new york, nanny",2003
1848,500000,Other,5739376,The Station Agent,R,5.12.2003 00:00,7.7,61005,Tom McCarthy,2003,1,10.478752,1050,FALSE,2056,tt0340377,The Station Agent,The Station Agent,"Drama, Comedy",US,"train station, new jersey, small person, friendship, newfoundland",2003
1849,7000000,Other,10249719,House of the Dead,R,10.10.2003 00:00,2.0,33277,Mark A. Altman,2003,1,0.464245571,50,FALSE,11059,tt0317676,House of the Dead,House of the Dead,"Horror, Action, Thriller","CA, DE, US","island, rave, weapon, student, based on video game",2003
1850,30000000,Warner Bros.,34604054,Cradle 2 the Grave,R,28.02.2003 00:00,5.8,36878,John O'Brien,2003,1,0.153468467,20,FALSE,10623,tt0306685,Cradle 2 the Grave,Cradle 2 the Grave,"Action, Crime, Drama",US,"robbery, diamant, intelligence, bank robber, thief, bank robbery, financial transactions, hoodlum",2003
1851,35000000,Other,52277485,Radio,PG,24.10.2003 00:00,6.9,33842,Mike Rich,2003,1,0.493642429,50,FALSE,13920,tt0316465,Radio,Radio,Drama,US,"biography, friendship, sport",2003
1852,41000000,Other,22108977,The Medallion,PG-13,22.08.2003 00:00,5.2,32750,Alfred Cheung,2003,0,-0.460756659,-50,FALSE,10610,tt0288045,The Medallion,The Medallion,"Thriller, Fantasy, Action, Comedy","HK, US","detective, medallion, leather jacket, wretch, fighter, wizardry, interpol",2003
1853,56000000,Other,12870569,Gods and Generals,PG-13,21.02.2003 00:00,6.3,13829,Jeff Shaara,2003,0,-0.770168411,-80,FALSE,16072,tt0279111,Gods and Generals,Gods and Generals,"Drama, History, War",US,"war, battle, union soldier, confederate soldier, american civil war, secession",2003
1854,20000000,Metro-Goldwyn-Mayer (MGM),15408822,A Guy Thing,PG-13,17.01.2003 00:00,5.6,14915,Greg Glienna,2003,0,-0.2295589,-20,FALSE,9582,tt0295289,A Guy Thing,A Guy Thing,"Comedy, Romance",US,"infidelity, bachelor, blackmail, fantasy, truth, party, liar, friends, misunderstanding, wedding, fiancée",2003
1855,12000000,Other,4922166,From Justin to Kelly,PG,20.06.2003 00:00,2.1,23990,Kim Fuller,2003,0,-0.5898195,-60,FALSE,31246,tt0339034,From Justin to Kelly,From Justin to Kelly,"Comedy, Romance",US,musical,2003
1856,5000000,Other,728253,Party Monster,R,17.10.2003 00:00,6.3,13310,Fenton Bailey,2003,0,-0.8543494,-90,FALSE,1415,tt0320244,Party Monster,Party Monster,"Comedy, Drama, Crime","NL, US","new york, hotel, based on novel, birthday, bath, nightclub, donut, hallucination, costume, injection, death of a friend, arrest, police, party, friends, independent film, man man relationship, money, drug",2003
1857,5000000,Other,728253,Party Monster,R,17.10.2003 00:00,6.3,13310,Fenton Bailey,2003,0,-0.8543494,-90,FALSE,34424,tt0141716,Party Monster,Party Monster: The Shockumentary,Documentary,,independent film,2003
1858,18000000,DreamWorks,3203044,Anything Else,R,19.09.2003 00:00,6.4,26603,Woody Allen,2003,0,-0.822053111,-80,FALSE,10739,tt0313792,Anything Else,Anything Else,"Comedy, Romance","GB, NL, FR","psychoanalysis, comedian, relationship problems, advice, experience",2003
1859,52000000,Metro-Goldwyn-Mayer (MGM),23020488,Bulletproof Monk,PG-13,16.04.2003 00:00,5.5,43940,Ethan Reiff,2003,0,-0.557298308,-60,FALSE,11817,tt0245803,Bulletproof Monk,Bulletproof Monk,"Action, Comedy, Fantasy",US,"monk, homeless person, injection, fall, knife fight, scroll, the force",2003
1860,25000000,Other,39399750,Rugrats Go Wild,PG,13.06.2003 00:00,5.6,6205,Kate Boutilier,2003,1,0.57599,60,FALSE,20694,tt0337711,Rugrats Go Wild,Rugrats Go Wild,"Animation, Family",US,kids and family,2003
1861,35200000,DreamWorks,37788228,Head of State,PG-13,28.03.2003 00:00,5.4,15690,Chris Rock,2003,1,0.073529205,10,FALSE,9776,tt0325537,Head of State,Head of State,Comedy,US,"usa, black people, usa president, presidential election, election campaign",2003
1862,17000000,Paramount Pictures,22734486,Dickie Roberts: Former Child Star,PG-13,5.09.2003 00:00,5.6,12287,Fred Wolf,2003,1,0.337322706,30,FALSE,13778,tt0325258,Dickie Roberts: Former Child Star,Dickie Roberts: Former Child Star,Comedy,US,"loser, child prodigy",2003
1863,2500000,Other,548712,All the Real Girls,R,1.08.2003 00:00,6.9,9474,David Gordon Green,2003,0,-0.7805152,-80,FALSE,13132,tt0299458,All the Real Girls,All the Real Girls,"Drama, Romance",US,"southern usa, small town, virgin, independent film, best friend",2003
1864,40000000,Miramax,9692135,Duplex,PG-13,26.09.2003 00:00,5.9,48829,Larry Doyle,2003,0,-0.757696625,-80,FALSE,7288,tt0266489,Duplex,Duplex,"Action, Comedy, Thriller","DE, US",,2003
1865,780000,Other,1310470,Saints and Soldiers,PG-13,25.03.2005 00:00,6.8,18516,Geoffrey Panos,2003,1,0.680089744,70,FALSE,10105,tt0373283,Saints and Soldiers,Saints and Soldiers,"Action, Adventure, Drama, History, War",US,"winter, belgium, world war ii, nazis, bravery, ardennen, slaughter, nazi germany, soldier",2005
1866,10000000,Touchstone Pictures,31041759,Calendar Girls,PG-13,1.01.2004 00:00,6.9,20538,Juliette Towhidi,2003,1,2.1041759,210,FALSE,8696,tt0337909,Calendar Girls,Calendar Girls,Comedy,GB,"female nudity, england, mannequin, leukemia, calendar",2004
1867,8000000,Other,1174139,I Capture the Castle,R,8.08.2003 00:00,7.1,6060,Dodie Smith,2003,0,-0.853232625,-90,FALSE,17920,tt0300015,I Capture the Castle,I Capture the Castle,"Drama, Romance",GB,,2003
1868,15000000,Other,12212417,Confidence,R,25.04.2003 00:00,6.7,31315,Doug Jung,2003,0,-0.185838867,-20,FALSE,10743,tt0310910,Confidence,Confidence,"Action, Comedy, Thriller, Crime","CA, DE, US","grifter, con, big con, con game, premarital sex",2003
1869,3200000,Other,8243880,The Cooler,R,16.01.2004 00:00,7.0,29549,Frank Hannah,2003,1,1.5762125,160,FALSE,10744,tt0318374,The Cooler,The Cooler,"Drama, Romance",US,"casino, jinx, bad luck",2004
1870,17000000,Touchstone Pictures,1571504,Veronica Guerin,R,17.10.2003 00:00,6.9,17055,Carol Doyle,2003,0,-0.907558588,-90,FALSE,10629,tt0312549,Veronica Guerin,Veronica Guerin,"Drama, Crime, Thriller","IE, GB, US","journalism, police, drug scene, murder, drug lord",2003
1871,4000000,Other,732241,The Shape of Things,R,16.05.2003 00:00,6.7,10052,Neil LaBute,2003,0,-0.81693975,-80,FALSE,22958,tt0308878,The Shape of Things,The Shape of Things,"Comedy, Drama, Romance","FR, GB, US","seduction, college, love, friends, betrayal, independent film, makeover",2003
1872,300000,Other,2528664,Pieces of April,PG-13,28.11.2003 00:00,7.1,18540,Peter Hedges,2003,1,7.42888,740,FALSE,1550,tt0311648,Pieces of April,Pieces of April,"Comedy, Drama",US,"sex, thanksgiving, road trip, love, independent film, neighbor, marijuana, family, illness",2003
1873,850000,Other,819939,Latter Days,R,1.07.2004 00:00,7.1,15271,C. Jay Cox,2003,0,-0.035365882,0,FALSE,15708,tt0345551,Latter Days,Latter Days,"Drama, Comedy, Romance",US,"gay, coming out, religion, mormon",2004
1874,14000000,Dimension Films,15550605,My Boss's Daughter,PG-13,22.08.2003 00:00,4.7,25363,David Dorfman,2003,1,0.1107575,10,FALSE,2830,tt0270980,My Boss's Daughter,My Boss's Daughter,"Comedy, Romance",US,,2003
1875,16000000,Other,14108518,How to Deal,PG-13,18.07.2003 00:00,5.6,8473,Sarah Dessen,2003,0,-0.118217625,-10,FALSE,17403,tt0319524,How to Deal,How to Deal,"Drama, Comedy, Romance",US,woman director,2003
