,budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm
839,25000000,Other,USA,Other,Biography,777423,Without Limits,PG-13,11.09.1998 00:00,Billy Crudup,Robert Towne,1998,0,-0.96890308,-100,FALSE,22256,tt0119934,Without Limits,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",PRE. The way he competed. The way he lived his life.,Without Limits,Drama,en,US,"running, olympic games, sport, athlete",1998,-0.2538199324132523
840,35000000,Other,Other,Other,Action,10076136,Knock Off,R,4.09.1998 00:00,Jean-Claude Van Damme,Steven E. de Souza,1998,0,-0.7121104,-70,FALSE,37498,tt0120724,Knock Off,"Marcus Ray (Jean-Claude Van Damme), a sales representative for ""V SIX"" jeans, and his partner, Tommy Hendricks (Rob Schneider), are about to be busted for selling ""knock off"" jeans. Their American contact, Karan Leigh, who by the way is not only their employer but a CIA agent sent to find the mole in their operation, is threatening them with a jail term if they do not prove their innocence.",There is no substitute.,Knock Off,"Action, Adventure, Thriller","en, it","AW, HK, US","parking garage, freighter, fundraiser",1998,0.1648446258808837
841,23000000,DreamWorks,USA,Other,Adventure,27008669,Paulie,PG,17.04.1998 00:00,Gena Rowlands,Laurie Craig,1998,1,0.174289957,20,FALSE,36568,tt0125454,Paulie,"Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives",The Bird is the Word,Paulie,"Comedy, Family","en, es",US,"parrot, research, thief, girl, mexican american",1998,-0.33755284407207947
842,12000000,Other,Other,Other,Adventure,1262786,Hideous Kinky,R,13.01.1999 00:00,Kate Winslet,Esther Freud,1998,0,-0.894767833,-90,FALSE,10209,tt0136244,Hideous Kinky,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",A Journey to Love,Hideous Kinky,"Romance, Drama","ar, en, fr","FR, GB","hippie, culture clash, morocco, arabian, lover, sister, independent film",1999,-0.7980838581956291
843,7000000,Miramax,USA,Other,Comedy,258212,Wide Awake,PG,20.03.1998 00:00,Joseph Cross,M. Night Shyamalan,1998,0,-0.963112571,-100,FALSE,32911,tt0120510,Wide Awake,"A feel-good comedy about the laughter, excitement and fun that come with being a kid! Joshua is a thoughtful 10-year-old looking for some simple answers to life's eternal questions. The problem is that no one - including his concerned parents and his 5th grade teacher - seems to be making any sense!",Meeting your best friend. Finding your favorite teacher. Having your first crush. Remember what it felt like to be...,Wide Awake,"Comedy, Drama, Family",en,US,boys' school,1998,-1.007416137342697
844,60000000,Other,USA,Other,Comedy,12065985,Holy Man,PG,9.10.1998 00:00,Eddie Murphy,Tom Schulman,1998,0,-0.79890025,-80,FALSE,9713,tt0120701,Holy Man,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm.",The Comedy Where Nothing's Sacred!,Holy Man,"Drama, Comedy",en,US,"salesclerk, television, tv ratings, guru, television producer",1998,1.2115060216162237
845,5000000,Castle Rock Entertainment,USA,Other,Comedy,1980338,Zero Effect,R,30.01.1998 00:00,Bill Pullman,Jake Kasdan,1998,0,-0.6039324,-60,FALSE,16148,tt0120906,Zero Effect,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",The world's most private detective.,Zero Effect,"Comedy, Crime, Mystery, Thriller",en,US,"detective, blackmail, independent film",1998,-1.0911490490015243
846,7000000,Other,Other,Other,Biography,4874838,Hilary and Jackie,R,5.02.1999 00:00,Emily Watson,Hilary du Pré,1998,0,-0.303594571,-30,FALSE,46992,tt0150915,Hilary and Jackie,"The tragic story of world-renowned cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi.",Two sisters. Two lives. One Love...,Hilary and Jackie,"Music, Drama",en,GB,"sister sister relationship, cellist, career, musician, concert, controversial, flautist",1999,-1.007416137342697
847,30000000,Walt Disney Pictures,USA,Other,Comedy,12213678,I'll Be Home for Christmas,PG,13.11.1998 00:00,Jonathan Taylor Thomas,Tom Nursall,1998,0,-0.5928774,-60,FALSE,17037,tt0155753,I'll Be Home for Christmas,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",Somewhere between L.A. and N.Y. Jake found the meaning of Christmas.,I'll Be Home for Christmas,"Comedy, Family",en,US,"holiday, woman director, christmas",1998,-0.04448765326618429
848,6000000,Other,USA,Other,Drama,9122,Hell's Kitchen,R,19.01.2001 00:00,Rosanna Arquette,Tony Cinciripini,1998,0,-0.998479667,-100,FALSE,37900,tt0129136,Hell's Kitchen,"When a robbery goes awry, the bandits all end up in a puddle of blood and only one lives and goes to jail for five years. Upon his release, the girlfriend wants her new boyfriend to kill him. Only trouble is the boyfriend knows that the fault was not the ex-con's and can't bring himself to do the task. Meanwhile, the ex-con tries to turn his life around by becoming a boxer and training under a former heavyweight contender.",The road to redemption is covered in blood.,Hell's Kitchen,"Crime, Drama",en,US,"new york, crime, convict",2001,-1.0492825931721106
849,5000000,Other,USA,Other,Comedy,4710749,Your Friends & Neighbors,R,21.08.1998 00:00,Amy Brenneman,Neil LaBute,1998,0,-0.0578502,-10,FALSE,77469,tt0119517,Your Friends & Neighbors,"This adult comedy follows six characters, three men and three women from a cross-section of social groups, as they play sexual power games. When an affair fires up between 2 of the married characters, it sparks a chain of consequences for all of them, including one of the wives falling for another woman!",A modern immorality tale.,Your Friends & Neighbors,"Drama, Comedy",en,US,"impotence, male friendship, extramarital affair, unhappiness",1998,-1.0911490490015243
850,8000000,Other,USA,Other,Comedy,1789892,Clay Pigeons,R,25.09.1998 00:00,Joaquin Phoenix,Matthew L. Healy,1998,0,-0.7762635,-80,FALSE,26618,tt0118863,Clay Pigeons,"Clay is a young man in a small town who witnesses his friend, Earl kill himself because of the ongoing affair that Clay was having with the man's wife, Amanda. Feeling guilty, Clay now resists the widow when she presses him to continue with their sexual affairs. Clay inadvertently befriends a serial killer named Lester Long, who murders the widow in an attempt to ""help"" his ""fishing buddy.""","Some killers are strange, some are deranged, and some are just plain psycho.",Clay Pigeons,"Comedy, Crime, Drama, Thriller",en,"DE, US","small town, fbi, widow, murder, independent film, serial killer",1998,-0.9655496815132835
851,20000000,Other,USA,Other,Comedy,1923061,Goodbye Lover,R,16.04.1999 00:00,Patricia Arquette,Ron Peer,1998,0,-0.90384695,-90,FALSE,49981,tt0119219,Goodbye Lover,Police investigate when a man having an affair with his brother's wife disappears suddenly.,No one's ever been so good at being so bad.,Goodbye Lover,"Thriller, Comedy, Crime, Mystery",en,"DE, US","corruption, prostitute, sex, detective, assassin, infidelity, nudity, fraud, politician, murder, romance, betrayal, singer, erotic movie, neo-noir",1999,-0.46315221156032027
852,1000000,Other,USA,Other,Comedy,21210,Safe Men,R,7.08.1998 00:00,Sam Rockwell,John Hamburg,1998,0,-0.97879,-100,FALSE,16155,tt0120813,Safe Men,"Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves in conflict with their professional colleagues. Romantic interest is added by the daughter of the underworld leader who won't date the men she knows are gangsters.",Welcome to the world of disorganised crime.,Safe Men,"Comedy, Crime",en,US,"robbery, organized crime, gangster, safecracker, rosh hashanah",1998,-1.2586148723191788
853,15000000,Other,USA,Other,Comedy,10443316,Home Fries,PG-13,25.11.1998 00:00,Drew Barrymore,Vince Gilligan,1998,0,-0.303778933,-30,FALSE,12257,tt0119304,Home Fries,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",A long shot romance in a short order world.,Home Fries,"Drama, Comedy, Romance",en,US,"waitress, infidelity, planned murder, pregnancy and birth, funeral, widow, hamburger, junk food",1998,-0.6724844907073882
854,13000000,Other,USA,Other,Comedy,8026971,Woo,R,8.05.1998 00:00,Jada Pinkett Smith,David C. Johnson,1998,0,-0.382540692,-40,FALSE,58680,tt0120531,Woo,Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date.,It's Woo's world.. we're just living in it.,Woo,"Comedy, Romance",en,US,"blind date, love, manhattan, new york city, woman director",1998,-0.7562174023662155
855,2000000,Other,USA,Other,Action,124494,Six-String Samurai,PG-13,18.09.1998 00:00,Jeffrey Falcon,Jeffrey Falcon,1998,0,-0.937753,-90,FALSE,24746,tt0118736,Six-String Samurai,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",Vegas Needs a New King.,Six-String Samurai,"Action, Adventure, Science Fiction",en,US,independent film,1998,-1.216748416489765
856,10000000,Other,USA,Other,Drama,12903,Savior,R,20.11.1998 00:00,Dennis Quaid,Robert Orr,1998,0,-0.9987097,-100,FALSE,2042,tt0120070,Savior,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia,"He's fighting a war he doesn't believe in, hoping to find something he does.",Savior,"History, Drama, War","en, fr, sh",US,"civil war, women, rape, mercenary, war, serbian, atrocity",1998,-0.8818167698544563
857,63000000,Fox 2000 Pictures,USA,Other,Drama,37030102,Fight Club,R,15.10.1999 00:00,Brad Pitt,Chuck Palahniuk,1999,0,-0.412220603,-40,FALSE,550,tt0137523,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Mischief. Mayhem. Soap.,Fight Club,Drama,en,"DE, US","support group, dual identity, nihilism, rage and hate, insomnia, dystopia, violence",1999,1.3371053891044644
858,60000000,Castle Rock Entertainment,USA,Other,Crime,136801374,The Green Mile,R,10.12.1999 00:00,Tom Hanks,Stephen King,1999,1,1.2800229,130,FALSE,497,tt0120689,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Miracles do happen.,The Green Mile,"Fantasy, Drama, Crime","fr, en",US,"southern usa, black people, mentally disabled, based on novel, heal, death row, jail guard, great depression, prison guard, electric chair, magic realism, healing, death row inmate, 1930s",1999,1.2115060216162237
