,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released
1933,2500000,Other,USA,Other,Comedy,26782316,Garden State,20.08.2004 00:00,102,194118,Zach Braff,2004,1,9.7129264,969,401,tt0333766,Garden State,11.630809,,Garden State,"Comedy, Drama, Romance",US,2004
1934,10000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,9436390,Sleepover,9.07.2004 00:00,89,13433,Elisa Bell,2004,0,-0.056361,-10,9893,tt0368975,Sleepover,5.327657,The rules are set. The game is on.,Sleepover,"Comedy, Family",US,2004
1935,10000000,Columbia Pictures,USA,Other,Horror,110359362,The Grudge,22.10.2004 00:00,91,123089,Stephen Susco,2004,1,10.0359362,1000,1970,tt0391198,The Grudge,9.740827,It never forgives. It never forgets.,The Grudge,"Horror, Mystery, Thriller","JP, US",2004
1936,15000000,Walt Disney Pictures,Other,Other,Comedy,29331068,Confessions of a Teenage Drama Queen,20.02.2004 00:00,89,24586,Dyan Sheldon,2004,1,0.955404533,100,11132,tt0361467,Confessions of a Teenage Drama Queen,7.423275,She's making a scene over everything.,Confessions of a Teenage Drama Queen,Comedy,"DE, US",2004
1937,165000000,Castle Rock Entertainment,USA,Robert Zemeckis,Animation,183373735,The Polar Express,10.11.2004 00:00,100,134170,Chris Van Allsburg,2004,1,0.11135597,10,5255,tt0338348,The Polar Express,14.27536,This holiday season... believe.,The Polar Express,"Adventure, Animation, Family, Fantasy",US,2004
1938,45000000,Other,Other,Other,Action,51201453,Resident Evil: Apocalypse,10.09.2004 00:00,94,164937,Paul W.S. Anderson,2004,1,0.137810067,10,1577,tt0318627,Resident Evil: Apocalypse,7.850797,You're all going to die.,Resident Evil: Apocalypse,"Horror, Action, Science Fiction","GB, US, DE, FR, CA",2004
1939,2700000,Other,USA,Richard Linklater,Drama,5792822,Before Sunset,30.07.2004 00:00,80,183175,Richard Linklater,2004,1,1.14548963,110,80,tt0381681,Before Sunset,7.048957,What if you had a second chance with the one that got away?,Before Sunset,"Drama, Romance",US,2004
1940,17500000,Other,Other,Other,Biography,23472900,Hotel Rwanda,4.02.2005 00:00,121,286561,Keir Pearson,2004,1,0.341308571,30,205,tt0395169,Hotel Rwanda,10.262332,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,"Drama, History, War","CA, GB, US, IT, ZA",2005
1941,40000000,Other,USA,Other,Mystery,48022900,Secret Window,12.03.2004 00:00,96,157858,Stephen King,2004,1,0.2005725,20,1586,tt0363988,Secret Window,9.524283,The most important part of a story is the ending.,Secret Window,"Thriller, Mystery",US,2004
1942,80000000,Universal Pictures,USA,Other,Comedy,279261160,Meet the Fockers,22.12.2004 00:00,115,223589,Greg Glienna,2004,1,2.4907645,250,693,tt0290002,Meet the Fockers,11.876386,Misery loves family.,Meet the Fockers,"Comedy, Romance",US,2004
1943,75000000,Other,USA,Other,Animation,160861908,Shark Tale,1.10.2004 00:00,90,142203,Michael J. Wilson,2004,1,1.14482544,110,10555,tt0307453,Shark Tale,17.999273,The story of what happens when one little fish tells a great white lie...,Shark Tale,"Animation, Action, Comedy, Family",US,2004
1944,45000000,Warner Bros.,USA,Other,Crime,32682342,Taking Lives,19.03.2004 00:00,103,69195,Michael Pye,2004,0,-0.273725733,-30,11081,tt0364045,Taking Lives,7.85646,He would kill to be you.,Taking Lives,"Action, Crime, Mystery, Thriller",US,2004
1945,100000000,Warner Bros.,USA,Other,Action,40202379,Catwoman,23.07.2004 00:00,104,93348,Bob Kane,2004,0,-0.59797621,-60,314,tt0327554,Catwoman,13.340272,CATch her in IMAX,Catwoman,"Action, Crime",US,2004
1946,80000000,Warner Bros.,USA,Other,Animation,84216833,Scooby-Doo 2: Monsters Unleashed,26.03.2004 00:00,93,36847,William Hanna,2004,1,0.052710413,10,11024,tt0331632,Scooby-Doo 2: Monsters Unleashed,7.65458,They came. They saw. They ran.,Scooby-Doo 2: Monsters Unleashed,"Mystery, Fantasy, Adventure, Comedy",US,2004
1947,80000000,Columbia Pictures Corporation,USA,Other,Comedy,42044321,Spanglish,17.12.2004 00:00,131,69272,James L. Brooks,2004,0,-0.474445988,-50,2539,tt0371246,Spanglish,11.202764,Every family has a hero.,Spanglish,Comedy,US,2004
1948,70000000,Paramount Pictures,USA,Other,Action,37760080,Sky Captain and the World of Tomorrow,17.09.2004 00:00,106,75399,Kerry Conran,2004,0,-0.460570286,-50,5137,tt0346156,Sky Captain and the World of Tomorrow,9.64113,Who will save us?,Sky Captain and the World of Tomorrow,"Mystery, Action, Thriller, Science Fiction, Adventure","GB, US",2004
1949,30000000,Paramount Pictures,USA,Other,Animation,85417988,The SpongeBob SquarePants Movie,19.11.2004 00:00,87,64107,Stephen Hillenburg,2004,1,1.847266267,180,11836,tt0345950,The SpongeBob SquarePants Movie,11.213712,Bigger. Better. More absorbent.,The SpongeBob SquarePants Movie,"Animation, Comedy, Family",US,2004
1950,28000000,Other,Other,Other,Biography,64378093,Miracle,6.02.2004 00:00,135,39178,Eric Guggenheim,2004,1,1.299217607,130,14292,tt0349825,Miracle,8.248999,"If you believe in yourself, anything can happen.",Miracle,"Drama, History",US,2004
1951,40000000,Universal Pictures,USA,Other,Biography,75331600,Ray,29.10.2004 00:00,152,118242,Taylor Hackford,2004,1,0.88329,90,1677,tt0350258,Ray,10.603762,The extraordinary life story of Ray Charles.,Ray,"Drama, Music",US,2004
1952,40000000,Universal Pictures,Other,Other,Comedy,40226215,Bridget Jones: The Edge of Reason,19.11.2004 00:00,108,86030,Helen Fielding,2004,1,0.005655375,0,9801,tt0317198,Bridget Jones: The Edge of Reason,7.78817,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,"Comedy, Romance","FR, DE, IE, GB, US",2004
1953,15000000,New Line Cinema,USA,Other,Family,10411980,Raise Your Voice,8.10.2004 00:00,100,23974,Mitch Rotter,2004,0,-0.305868,-30,14024,tt0361696,Raise Your Voice,4.387004,Don't Hold Back ...Don't Give Up.,Raise Your Voice,"Music, Drama, Romance",US,2004
1954,30000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Drama,12831121,Wicker Park,3.09.2004 00:00,114,47335,Gilles Mimouni,2004,0,-0.572295967,-60,11208,tt0324554,Wicker Park,5.605652,Passion never dies.,Wicker Park,"Drama, Mystery, Romance, Thriller",US,2004
1955,60000000,Dimension Films,USA,Other,Comedy,88237754,Starsky & Hutch,5.03.2004 00:00,101,125648,William Blinn,2004,1,0.470629233,50,9384,tt0335438,Starsky & Hutch,10.776138,They're the man.,Starsky & Hutch,"Comedy, Crime",US,2004
1956,45000000,Twentieth Century Fox Film Corporation,USA,Other,Action,21009180,Flight of the Phoenix,17.12.2004 00:00,113,47448,Lukas Heller,2004,0,-0.533129333,-50,11866,tt0377062,Flight of the Phoenix,15.434731,"Out of the ashes, hope will rise.",Flight of the Phoenix,"Action, Adventure, Drama, Thriller",US,2004
1957,23000000,Other,USA,Other,Comedy,12189514,Chasing Liberty,9.01.2004 00:00,101,31901,Derek Guiley,2004,0,-0.47002113,-50,14844,tt0360139,Chasing Liberty,5.950792,How do you fall in love with the whole world watching?,Chasing Liberty,"Comedy, Romance","GB, US",2004
1958,18000000,Fox 2000 Pictures,USA,Other,Adventure,16702864,Catch That Kid,6.02.2004 00:00,91,8514,Nikolaj Arcel,2004,0,-0.072063111,-10,20483,tt0337917,Catch That Kid,5.226389,They're on a mission without permission.,Catch That Kid,"Family, Action, Adventure",US,2004
1959,31000000,Universal Pictures,Other,Other,Comedy,17001133,Wimbledon,17.09.2004 00:00,98,54188,Adam Brooks,2004,0,-0.451576355,-50,11823,tt0360201,Wimbledon,14.224013,She's the golden girl. He's the longshot. It's a match made in...,Wimbledon,"Comedy, Romance","FR, GB",2004
1960,3500000,Screen Gems,USA,Other,Action,96793,D.E.B.S.,25.03.2005 00:00,91,12868,Angela Robinson,2004,0,-0.972344857,-100,540,tt0367631,D.E.B.S.,5.161493,Evil is so totally busted!,D.E.B.S.,Action,US,2005
1961,25000000,New Line Cinema,USA,Other,Action,32003620,Cellular,10.09.2004 00:00,94,82822,Larry Cohen,2004,1,0.2801448,30,9759,tt0337921,Cellular,5.918816,If the signal dies so does she,Cellular,"Action, Adventure, Crime, Thriller","DE, US",2004
1962,22000000,Fox Searchlight Pictures,USA,Other,Comedy,12784713,I Heart Huckabees,22.10.2004 00:00,107,58556,David O. Russell,2004,0,-0.418876682,-40,1599,tt0356721,I Heart Huckabees,11.953055,An existential comedy,I Heart Huckabees,"Comedy, Romance","DE, US",2004
1963,35000000,Twentieth Century Fox Film Corporation,USA,Other,Animation,75369589,Garfield,11.06.2004 00:00,80,64907,Jim Davis,2004,1,1.153416829,120,8920,tt0356634,Garfield,10.003679,Get ready for frisky business.,Garfield,"Animation, Comedy, Family",US,2004
1964,11000000,Fox Searchlight Pictures,USA,Other,Biography,10214647,Kinsey,7.01.2005 00:00,118,44032,Bill Condon,2004,0,-0.071395727,-10,11184,tt0362269,Kinsey,6.3793,Let's talk about sex,Kinsey,Drama,"DE, US",2005
1965,19000000,Paramount Pictures,USA,Other,Adventure,58169327,Without a Paddle,20.08.2004 00:00,95,39199,Fred Wolf,2004,1,2.061543526,210,10762,tt0364751,Without a Paddle,6.046516,"The call of the wild, the thrill of adventure. The mistake of a lifetime.",Without a Paddle,"Action, Adventure, Comedy, Thriller",US,2004
1966,23000000,Other,USA,Other,Drama,16136476,Vanity Fair,1.09.2004 00:00,141,18147,Matthew Faulk,2004,0,-0.298414087,-30,11632,tt0241025,Vanity Fair,6.614456,"On September 1st, a heroine will rise.",Vanity Fair,"Drama, Romance","GB, US",2004
1967,12000000,Other,Other,Other,Drama,261481,2046,29.09.2004 00:00,129,44039,Kar-Wai Wong,2004,0,-0.978209917,-100,844,tt0212712,2046,7.157169,Are you still in the mood for love?,2046,"Fantasy, Drama, Science Fiction, Romance","DE, HK, CN, FR, IT",2004
1968,16000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,13922211,Soul Plane,28.05.2004 00:00,86,19204,Bo Zenga,2004,0,-0.129861813,-10,12657,tt0367085,Soul Plane,8.604389,Announcing the arrival of the first airline with soul.,Soul Plane,"Romance, Comedy",US,2004
1969,57000000,Other,Other,Other,Action,6768055,Thunderbirds,30.07.2004 00:00,95,11740,Gerry Anderson,2004,0,-0.881262193,-90,14623,tt0167456,Thunderbirds,14.363421,,Thunderbirds,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction","GB, FR",2004
1970,50000000,Other,USA,Renny Harlin,Horror,41821986,Exorcist: The Beginning,20.08.2004 00:00,114,29891,William Peter Blatty,2004,0,-0.16356028,-20,11026,tt0204313,Exorcist: The Beginning,13.02369,Go back to where the horror began.,Exorcist: The Beginning,"Horror, Mystery, Thriller",US,2004
1971,8600000,Other,USA,Other,Comedy,4992159,Club Dread,27.02.2004 00:00,104,24974,Jay Chandrasekhar,2004,0,-0.419516395,-40,11217,tt0331953,Club Dread,6.57613,A vacation to die for,Club Dread,"Comedy, Horror",US,2004
1972,24000000,DreamWorks,USA,Other,Comedy,17071962,Win a Date with Tad Hamilton!,23.01.2004 00:00,100,23925,Victor Levin,2004,0,-0.28866825,-30,13476,tt0335559,Win a Date with Tad Hamilton!,5.924226,"In every love story, there's only room for one leading man.",Win a Date with Tad Hamilton!,"Comedy, Romance",US,2004
1973,40000000,Paramount Pictures,USA,Other,Comedy,10387706,The Perfect Score,30.01.2004 00:00,93,20826,Marc Hyman,2004,0,-0.74030735,-70,13505,tt0314498,The Perfect Score,6.2425,The S.A.T is hard to take. It's even harder to steal.,The Perfect Score,"Comedy, Crime","DE, US",2004
1974,5000000,Other,USA,Other,Comedy,8940582,Saved!,11.06.2004 00:00,92,41580,Brian Dannelly,2004,1,0.7881164,80,13193,tt0332375,Saved!,5.084509,,Saved!,"Comedy, Drama",US,2004
1975,100000000,Touchstone Pictures,USA,Other,Action,67286731,Hidalgo,5.03.2004 00:00,136,70672,John Fusco,2004,0,-0.32713269,-30,2023,tt0317648,Hidalgo,8.140709,Unbridled. Unbroken. Unbeaten.,Hidalgo,"Western, Adventure","US, MA",2004
1976,500000,Other,USA,Other,Crime,603951,Mean Creek,29.09.2004 00:00,90,27763,Jacob Estes,2004,1,0.207902,20,12281,tt0377091,Mean Creek,12.428269,"Beneath the surface, everyone has a secret.",Mean Creek,"Crime, Drama",US,2004
1977,8000000,Screen Gems,USA,Other,Drama,40066497,You Got Served,30.01.2004 00:00,95,24154,Chris Stokes,2004,1,4.008312125,400,14114,tt0365957,You Got Served,3.707216,"If you want respect, you've got to take it.",You Got Served,Drama,US,2004
1978,60000000,Other,USA,Other,Comedy,73780539,Christmas with the Kranks,24.11.2004 00:00,99,30985,John Grisham,2004,1,0.22967565,20,13673,tt0388419,Christmas with the Kranks,7.584918,No! Ho! Ho!,Christmas with the Kranks,"Comedy, Family",US,2004
1979,58000000,New Line Cinema,USA,Other,Action,28328132,After the Sunset,12.11.2004 00:00,97,40092,Paul Zbyszewski,2004,0,-0.511583931,-50,10589,tt0367479,After the Sunset,11.945666,Who will walk away?,After the Sunset,"Action, Comedy, Crime, Drama",US,2004
1980,40000000,Warner Bros.,USA,Other,Action,21215059,Torque,16.01.2004 00:00,84,24682,Matt Johnson,2004,0,-0.469623525,-50,10718,tt0329691,Torque,5.574983,Circuit of Fire,Torque,Action,"AU, US",2004
1981,23000000,Other,Other,Other,Biography,6318709,Beyond the Sea,29.12.2004 00:00,118,13453,Kevin Spacey,2004,0,-0.725273522,-70,6478,tt0363473,Beyond the Sea,8.963653,"In the era of cool, Bobby Darin was the soundtrack.",Beyond the Sea,"Drama, Music","DE, GB, US",2004
1982,15000000,Other,USA,Other,Comedy,1339668,A Dirty Shame,24.09.2004 00:00,89,11124,John Waters,2004,0,-0.9106888,-90,13702,tt0365125,A Dirty Shame,7.665431,Threatening the very limits of common decency.,A Dirty Shame,Comedy,US,2004
1983,30000000,Warner Bros.,USA,Other,Comedy,14018364,New York Minute,7.05.2004 00:00,100,18830,Emily Fox,2004,0,-0.5327212,-50,11025,tt0363282,New York Minute,5.659198,,New York Minute,Comedy,US,2004
1984,20000000,New Line Cinema,Other,Other,Drama,5005883,Birth,29.10.2004 00:00,100,31210,Jean-Claude Carrière,2004,0,-0.74970585,-70,10740,tt0337876,Birth,6.771415,Be careful what you wish for.,Birth,"Drama, Mystery, Thriller","FR, DE, US, GB",2004
1985,7000000,Other,Other,Other,Comedy,6601079,Bride & Prejudice,11.03.2005 00:00,111,18188,Jane Austen,2004,0,-0.056988714,-10,57825,tt0361411,Bride & Prejudice,9.55791,Bollywood meets Hollywood... And it's a perfect match,Bride & Prejudice,"Drama, Comedy, Music, Romance","GB, US",2005
1986,50000000,Other,USA,Other,Comedy,6471394,The Big Bounce,30.01.2004 00:00,88,16502,Elmore Leonard,2004,0,-0.87057212,-90,12634,tt0315824,The Big Bounce,6.496271,It's all in who you trust,The Big Bounce,"Comedy, Crime",US,2004
1987,26000000,Other,USA,Other,Action,23222861,Agent Cody Banks 2: Destination London,12.03.2004 00:00,100,12029,Jeffrey Jurgensen,2004,0,-0.106813038,-10,17047,tt0358349,Agent Cody Banks 2: Destination London,12.59201,Adventure is an attitude.,Agent Cody Banks 2: Destination London,Comedy,US,2004
1988,50000000,Miramax,USA,Other,Comedy,57890460,Shall We Dance,15.10.2004 00:00,106,37878,Masayuki Suo,2004,1,0.1578092,20,31530,tt0029546,Shall We Dance,3.786353,"Foot-free Fred and joyous Ginger...in their gayest, gladdest show!",Shall We Dance,"Comedy, Music, Romance",US,2004
1989,55000000,Touchstone Pictures,USA,Other,Action,74541707,Ladder 49,1.10.2004 00:00,115,50406,Lewis Colick,2004,1,0.355303764,40,11128,tt0349710,Ladder 49,7.650411,Their greatest challenge lies in rescuing one of their own,Ladder 49,"Drama, Action, Thriller",US,2004
1990,25000000,Screen Gems,USA,Other,Action,32238923,Anacondas: The Hunt for the Blood Orchid,27.08.2004 00:00,97,23961,Hans Bauer,2004,1,0.28955692,30,11237,tt0366174,Anacondas: The Hunt for the Blood Orchid,10.749404,,Anacondas: The Hunt for the Blood Orchid,"Adventure, Action, Horror, Science Fiction, Thriller",US,2004
1991,50000000,Touchstone Pictures,USA,Other,Comedy,37486138,Raising Helen,28.05.2004 00:00,119,32370,Patrick J. Clifton,2004,0,-0.25027724,-30,4599,tt0350028,Raising Helen,12.448933,Her uptown life gets turned inside out!,Raising Helen,"Drama, Comedy, Romance",US,2004
1992,20000000,Other,Other,Other,Comedy,9109322,Superbabies: Baby Geniuses 2,27.08.2004 00:00,88,26818,Steven Paul,2004,0,-0.5445339,-50,31117,tt0270846,Superbabies: Baby Geniuses 2,7.538821,Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,"Comedy, Family","DE, GB, US",2004
1993,40000000,Other,USA,Other,Comedy,16323969,The Whole Ten Yards,9.04.2004 00:00,98,48262,Mitchell Kapner,2004,0,-0.591900775,-60,2122,tt0327247,The Whole Ten Yards,7.15606,"They missed each other. This time, their aim is better.",The Whole Ten Yards,"Comedy, Thriller, Crime",US,2004
1994,20000000,Metro-Goldwyn-Mayer (MGM),Other,Other,Biography,13337299,De-Lovely,6.08.2004 00:00,125,10018,Jay Cocks,2004,0,-0.33313505,-30,15237,tt0352277,De-Lovely,3.748162,,De-Lovely,"Drama, Music","GB, US",2004
1995,7000000,Other,Other,Other,Drama,2921738,Veer-Zaara,12.11.2004 00:00,192,39916,Aditya Chopra,2004,0,-0.582608857,-60,4251,tt0420332,Veer-Zaara,3.319516,A Love Legend,Veer-Zaara,"Drama, Romance",IN,2004
1996,110000000,Walt Disney Pictures,USA,Other,Animation,50030461,Home on the Range,2.04.2004 00:00,76,15266,Will Finn,2004,0,-0.545177627,-50,13700,tt0299172,Home on the Range,8.555544,Bust a Moo,Home on the Range,"Animation, Family",US,2004
1997,26000000,Other,USA,Other,Comedy,45489752,In Good Company,14.01.2005 00:00,100,50314,Paul Weitz,2004,1,0.749605846,70,1901,tt0385267,In Good Company,7.684185,"He's rich, young and handsome. He's in love with you and he's your dad's boss.",In Good Company,"Comedy, Drama, Romance",US,2005
1998,26000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,48116322,Fat Albert,25.12.2004 00:00,93,9859,Bill Cosby,2004,1,0.850627769,90,15045,tt0396592,Fat Albert,6.765443,,Fat Albert,"Comedy, Drama, Family",US,2004
1999,12000000,Fox Searchlight Pictures,USA,Other,Comedy,31179516,Johnson Family Vacation,7.04.2004 00:00,97,6299,Todd R. Jones,2004,1,1.598293,160,19084,tt0359517,Johnson Family Vacation,3.223039,Take the ride.,Johnson Family Vacation,"Comedy, Family",US,2004
2000,5000000,Other,USA,Other,Horror,101107,Riding the Bullet,3.02.2005 00:00,100,7968,Mick Garris,2004,0,-0.9797786,-100,12483,tt0355954,Riding the Bullet,5.225658,,Riding the Bullet,"Drama, Horror, Thriller","CA, DE, US",2005
2001,19250000,Other,Other,Other,Action,4434432,Spartan,12.03.2004 00:00,102,27340,David Mamet,2004,0,-0.769639896,-80,11169,tt0360009,Spartan,7.364519,She's missing,Spartan,"Mystery, Action, Drama, Thriller, Crime","DE, US",2004
2002,8000000,Other,USA,Spike Lee,Comedy,365134,She Hate Me,30.07.2004 00:00,138,6600,Michael Genet,2004,0,-0.95435825,-100,20912,tt0384533,She Hate Me,5.126696,18 women want children. Jack is a white collar whistle-blower in need of a job.,She Hate Me,"Comedy, Drama",US,2004
2003,6000000,Other,USA,Other,Comedy,371081,House of D,29.04.2005 00:00,96,7919,David Duchovny,2004,0,-0.938153167,-90,24363,tt0372334,House of D,4.587746,,House of D,"Comedy, Drama",US,2005
2004,35000000,Other,USA,Other,Comedy,20422207,Little Black Book,6.08.2004 00:00,111,15844,Melissa Carter,2004,0,-0.416508371,-40,14846,tt0361841,Little Black Book,5.093704,Have you ever been tempted to look inside his...,Little Black Book,"Comedy, Romance, Drama",US,2004
